id|question1|question2|answer
10|DAY AS ON THIS DAY IN 1930 THAT PURNA SWARAJ DAY WAS CELEBRATED AND THE TRICOLOUR FLAG OF INDIAN INDEPENDENCE WAS UNFURLED FOLLOWING THE RESOLUTION OF THE LAHORE SESSION (DECEMBER 1929) OF THE INDIAN NATIONAL||CONGRESS. 1. THE INDIAN INDEPENDENCE ACT, ENACTED AND ADOPTED BY THE BRITISH 3. SOME PROVISIONS OF THE CONSTITUTION PERTAINING TO CITIZENSHIP, ELECTIONS, PARLIAMENT, RECEIVES ROYAL ASSENT ON 18 JULY 1947. PROVISIONAL PARLIAMENT, TEMPORARY AND TRANSITIONAL PROVISIONS CAME INTO 2. THE INDIAN INDEPENDENCE ACT CREATES TWO NEW INDEPENDENT DOMINIONS: FORCE ON NOVEMBER 26, 1949 ITSELF. INDIA (HINDU) AND PAKISTAN (MUSLIM). 4. THE REMAINING PROVISIONS (THE MAJOR PART) OF THE CONSTITUTION CAME INTO 3. THE PROVINCES WHICH WERE FORMERLY ADMINISTERED DIRECTLY BY THE BRITISH FORCE ON JANUARY 26, 1950. THIS DAY IS REFERRED TO IN THE CONSTITUTION AS ARE ATTACHED TO ONE OR OTHER OF THESE TWO STATES, DEPENDING ON WHETHER THE 'DATE OF ITS COMMENCEMENT' AND CELEBRATED AS THE REPUBLIC DAY. THE MAJORITY OF THE POPULATION IS HINDU OR MUSLIM. 5. WITH THE COMMENCEMENT OF THE CONSTITUTION, THE INDIAN INDEPENDENCE 4. THE PRINCELY STATES ARE FREE TO DECIDE WHETHER THEY BELONG TO PAKISTAN ACT OF 1947 AND THE GOVERNMENT OF INDIA ACT OF 1935, WITH ALL ENACTMENTS OR INDIA. AMENDING OR SUPPLEMENTING THE LATTER ACT, WERE REPEALED. THE ABOLITION OF PRIVY COUNCIL JURISDICTION ACT (1949) WAS HOWEVER CONTINUED. 5. INDIA OBTAINED ITS INDEPENDENCE ON 15 AUGUST 1947.
11|EXPLAIN SALIENT FEATURES OF INDIAN INDEPENDENCE ACT OF 1947. ANSWER||THE SALIENT FEATURES ARE : SALIENT FEATURES : 1. A WRITTEN CONSTITUTION. 1. IT PROVIDED FOR TWO DOMINION STATES: INDIA AND PAKISTAN. 2. LENGTHY DOCUMENT. 2. THE AUTHORITY OF THE BRITISH CROWN OVER THE PRINCELY STATES CEASED AND 3. DRAWN FROM DIFFERENT SOURCES. THEY WERE FREE TO JOIN EITHER INDIA OR PAKISTAN OR REMAIN INDEPENDENT. 4. A FEDERAL POLITY WITH A UNITARY BIAS. 3. THE CONSTITUENT ASSEMBLIES OF BOTH THE STATES WERE FREE TO MAKE 5. SINGLE CITIZENSHIP. CONSTITUTIONS OF THEIR RESPECTIVE COUNTRIES. 6. MORE FLEXIBLE THAN RIGID. 4. BRITISH GOVERNMENT WOULD NOT CONTINUE ANY CONTROL ON ANY DOMINION. 7. DEMOCRATIC REPUBLIC. 5. THE 1948 GOVERNOR GENERAL WAS INVESTED WITH ADEQUATE POWERS UNTIL MARCH 8. BALANCE BETWEEN JUDICIAL SUPREMACY AND PARLIAMENTARY SOVEREIGNTY. THE TO ISSUE ORDERS FOR EFFECTIVE IMPLEMENTATION OF THE PROVISIONS OF INDIAN INDEPENDENCE ACT, 1947. 9. UNIVERSAL ADULT FRANCHISE. 6. THOSE 1947, CIVIL SERVANTS WHO HAD BEEN APPOINTED BEFORE THE AUGUST 15, 10. SECULAR STATE. WILL CONTINUE IN SERVICE WITH SAME PRIVILEGES.  BASIC INFORMATION ABOUT INDIAN CONSTITUTION 1-12P ()  1-13P (NCC-SEM-5& 6) 11. PROVISION OF FUNDAMENTAL RIGHTS. 2. ALTHOUGH NOT ENFORCEABLE IN COURT, THE PREAMBLE STATES THE OBJECTIVES OF 12. DIRECTIVE PRINCIPLES FOR A WELFARE STATE. THE CONSTITUTION, AND ACTS AS AN AID DURING THE INTERPRETATION OF ARTICLES WHEN LANGUAGE IS FOUND AMBIGUOUS. 13. INCORPORATION OF FUNDAMENTAL DUTIES. COMPONENTS OF PREAMBLE: 14. EMERGENCY PROVISIONS. 1. IT IS INDICATED BY THE PREAMBLE THAT THE SOURCE OF AUTHORITY OF THE 15. PROTECTION OF MINORITIES. CONSTITUTION LIES WITH THE PEOPLE OF INDIA. 16. PROVISION FOR AUTONOMOUS ORGANISATIONS. 2. PREAMBLE DECLARES INDIA TO BE A SOVEREIGN, SOCIALIST, SECULAR AND DEMOCRATIC REPUBLIC.  3. THE OBJECTIVES STATED BY THE PREAMBLE ARE TO SECURE JUSTICE, LIBERTY, EQUALITY TO ALL CITIZENS AND PROMOTE FRATERNITY TO MAINTAIN UNITY AND THE PREAMBLE OF THE CONSTITUTION, FUNDAMENTAL RIGHTS, INTEGRITY OF THE NATION. FUNDAMENTAL DUTIES, DIRECTIVE PRINCIPLES OF STATE POLICY, 4. THE DATE IS MENTIONED IN THE PREAMBLE WHEN IT WAS ADOPTEDI.E NOVEMBER PARLIAMENTARY SYSTEM, FEDERAL SYSTEM, CENTRE-STATE RELATIONS. 26, 1949. KEY WORDS IN THE PREAMBLE :  1. WE, THE PEOPLE OF INDIA IT INDICATES THE ULTIMATE SOVEREIGNTY OF THE PEOPLE OF INDIA. SOVEREIGNTY MEANS THE INDEPENDENT AUTHORITY OF THE  STATE, NOT BEING SUBJECT TO THE CONTROL OF ANY OTHER STATE OR EXTERNAL POWER. 2. SOVEREIGN : THE TERM MEANS THAT INDIA HAS ITS OWN INDEPENDENT AUTHORITY AND IT IS NOT A DOMINION OF ANY OTHER EXTERNAL POWER. IN THE
12|WHAT IS A PREAMBLE ? COUNTRY, THE LEGISLATURE HAS THE POWER TO MAKE LAWS WHICH ARE SUBJECT TO CERTAIN LIMITATIONS.||3. SOCIALIST THE TERM MEANS THE ACHIEVEMENT OF SOCIALIST ENDS THROUGH DEMOCRATIC MEANS. IT HOLDS FAITH IN A MIXED ECONOMY WHERE BOTH PRIVATE 1. A PREAMBLE IS AN INTRODUCTORY STATEMENT IN A DOCUMENT THAT EXPLAINS AND PUBLIC SECTORS CO-EXIST SIDE BY SIDE. IT WAS ADDED IN THE PREAMBLE BY THE DOCUMENT'S PHILOSOPHY AND OBJECTIVES. 42ND AMENDMENT, 1976. 2. IN A CONSTITUTION, IT PRESENTS THE INTENTION OF ITS FRAMERS, THE HISTORY 4. SECULAR : THE TERM MEANS THAT ALL THE RELIGIONS IN INDIA GET EQUAL BEHIND ITS CREATION, AND THE CORE VALUES AND PRINCIPLES OF THE NATION. RESPECT, PROTECTION AND SUPPORT FROM THE STATE. IT WAS INCORPORATED IN 3. THE PREAMBLE BASICALLY GIVES IDEA OF THE FOLLOWING : THE PREAMBLE BY 42ND CONSTITUTIONAL AMENDMENT, 1976. A. SOURCE OF THE CONSTITUTION 5. DEMOCRATIC: THE TERM IMPLIES THAT THE CONSTITUTION OF INDIA HAS AN ESTABLISHED FORM OF CONSTITUTION WHICH GETS ITS AUTHORITY FROM THE WILL OF B. NATURE OF NATION'S STATE THE PEOPLE EXPRESSED IN AN ELECTION. C. STATEMENT OF ITS OBJECTIVES 6. REPUBLIC: THE TERM INDICATES THAT THE HEAD OF THE STATE IS ELECTED BY THE D DATE OF ITS ADOPTION PEOPLE. IN INDIA, THE PRESIDENT OF INDIA IS THE ELECTED HEAD OF THE STATE.
13|RIGHTS OF INDIAN CONSTITUTION. ANSWER 1. THE IDEALS BEHIND THE PREAMBLE TO INDIA'S CONSTITUTION LAID DOWN ASSEMBLY ON JANUARY 22, 1947. BY JAWAHARLAL NEHRU'S OBJECTIVES RESOLUTION, ADOPTED BY THE WERE CONSTITUENT  BASIC INFORMATION ABOUT INDIAN CONSTITUTION 1-14P(NCC-SEM5&6  1-15P ()||B. RIGHT TO FREEDOM : CONSTITUTION FUNDAMENTAL OF INDIA WHICH ARE GUARANTEED TO RIGHTS ARE THE BASIC HUMAN RIGHTS ALL CITIZENS. ENSHRINED IN THE 1. THE CONSTITUTIONAL ARTICLES RELATED TO RIGHT TO FREEDOM ARE MENTIONED IN 1. ARTICLES 19-22. 2. THEY ARE APPLIED WITHOUT DISCRIMINATION ON THE BASIS OF RACE, RELIGION, 2. FREEDOM IS THE MOST IMPORTANT IDEALS OF ANY DEMOCRATIC SOCIETY. THE INDIAN CONSTITUTION GUARANTEES FREEDOM TO CITIZENS. ALSO, FUNDAMENTAL RIGHTS ARE ENFORCEABLE BY THE COURTS, SUBJECT TO CERTAIN GENDER, ETC. 3. THE FREEDOM RIGHT INCLUDES MANY RIGHTS SUCH AS : 3. CONDITIONS. I. FREEDOM OF SPEECH 4. THESE RIGHTS ARE CALLED FUNDAMENTAL RIGHTS BECAUSE OF TWO REASONS: II. FREEDOM OF EXPRESSION I. THEY ARE ENSHRINED IN THE CONSTITUTION WHICH GUARANTEES THEM. III. FREEDOM OF ASSEMBLY WITHOUT ARMS II. THEY ARE ENFORCEABLE BY COURTS. IN CASE OF A VIOLATION, A PERSON CAN IV. FREEDOM OF ASSOCIATION APPROACH A COURT OF LAW. V. FREEDOM TO PRACTICE ANY PROFESSION FUNDAMENTAL RIGHTS OF INDIAN CONSTITUTION : VI. FREEDOM TO RESIDE IN ANY PART OF THE COUNTRY THERE ARE SIX FUNDAMENTAL RIGHTS OF INDIAN CONSTITUTION WHICH ARE 4. SOME OF THESE RIGHTS ARE SUBJECT TO CERTAIN CONDITIONS OF STATE SECURITY, MENTIONED BELOW : PUBLIC MORALITY, ETC. I. RIGHT TO EQUALITY 5. THE STATE ALSO HAS THE RIGHT TO IMPOSE REASONABLE RESTRICTIONS ON THEM. II. RIGHT TO FREEDOM C. RIGHT AGAINST EXPLOITATION : III. RIGHT AGAINST EXPLOITATION 1. THE CONSTITUTIONAL ARTICLES RELATED TO RIGHT AGAINST EXPLOITATION ARE MENTIONED IN ARTICLES 23 -24. IV. RIGHT TO FREEDOM OF RELIGION 2. THIS RIGHT IMPLIES THE PROHIBITION OF TRAFFIC IN HUMAN BEINGS, BEGAR, AND V. CULTURAL AND EDUCATIONAL RIGHTS OTHER FORMS OF FORCED LABOUR. VI. RIGHT TO CONSTITUTIONAL REMEDIES 3. IT ALSO IMPLIES THE PROHIBITION OF CHILDREN IN FACTORIES, ETC.
14|BRIEFLY DESCRIBE THE SIX FUNDAMENTAL RIGHTS OF INDIAN 4. THE CONSTITUTION PROHIBITS THE EMPLOYMENT OF CHILDREN LESS THAN 14 YEARS IN HAZARDOUS CONDITIONS. CONSTITUTION. D. RIGHT TO FREEDOM OF RELIGION :||1. THE CONSTITUTIONAL ARTICLES RELATED TO RIGHT TO FREEDOM OF RELIGION ARE MENTIONED IN ARTICLES 25-28. A. RIGHT TO EQUALITY : 2. EVERY PERSON HAS THE RIGHT TO FREELY PRACTICE HIS OR HER FAITH, ESTABLISH 1. THE CONSTITUTIONAL ARTICLES RELATED TO RIGHT TO EQUALITY ARE MENTIONED IN AND MAINTAIN RELIGIOUS AND CHARITABLE INSTITUTIONS. ARTICLES 14-18. 3. THIS INDICATES THE SECULAR NATURE OF INDIAN POLITY. THERE IS EQUAL RESPECT 2. IT GUARANTEES EQUAL RIGHTS FOR EVERYONE, IRRESPECTIVE OF RELIGION, GENDER, GIVEN TO ALL RELIGIONS. CASTE, RACE OR PLACE OF BIRTH. 4. THERE IS FREEDOM OF CONSCIENCE, PROFESSION, PRACTICE AND PROPAGATION OF 3. IT ENSURES EQUAL EMPLOYMENT OPPORTUNITIES IN THE GOVERNMENT AND RELIGION. THE STATE HAS NO OFFICIAL RELIGION. INSURES AGAINST DISCRIMINATION BY THE STATE IN MATTERS OF EMPLOYMENT E. CULTURAL AND EDUCATIONAL RIGHTS : ON THE BASIS OF CASTE, RELIGION, ETC. 1. THE CONSTITUTIONAL ARTICLES RELATED TO CULTURAL AND EDUCATIONAL RIGHTS ARE 4. IT ALSO INCLUDES THE ABOLITION OF TITLES AS WELL AS UNTOUCHABILITY. MENTIONED IN ARTICLES 29 30. 2. THESE RIGHTS PROTECT THE RIGHTS OF RELIGIOUS, CULTURAL AND LINGUISTIC MINORITIES, BY FACILITATING THEM TO PRESERVE THEIR HERITAGE AND CULTURE.  1-16P () BASIC INFORMATION ABOUT INDIAN CONSTITUTION 3. EDUCATIONAL RIGHTS ARE FOR ENSURING EDUCATION FOR EVERYONE WITHOUT  1-17P () DISCRIMINATION. 2. F. RIGHT TO CONSTITUTIONAL REMEDIES : EQUALITY OF OPPORTUNITY IN MATTERS OF PUBLIC EMPLOYMENT. 3. PROTECTION OF FREEDOM OF : 1. THE CONSTITUTIONAL ARTICLES RELATED TO RIGHT TO CONSTITUTIONAL REMEDIES ARE I. MENTIONED IN ARTICLES 32. SPEECH AND EXPRESSION 2. THE CONSTITUTION GUARANTEES REMEDIES IF CITIZENS' FUNDAMENTAL RIGHTS II. ASSOCIATION ARE VIOLATED. III. ASSEMBLY THE GOVERNMENT CANNOT INFRINGE UPON OR CURB ANYONE'S RIGHTS. IV. MOVEMENT 3. WHEN THESE RIGHTS ARE VIOLATED, THE AGGRIEVED PARTY CAN APPROACHT THE V. RESIDENCE 4. COURTS. VI. PROFESSION 4. PROTECTION OF THE CULTURE, LANGUAGE AND SCRIPT OF MINORITIES.
15|WHAT ARE THE FEATURES OF FUNDAMENTAL RIGHTS ? 5. RIGHT OF MINORITIES TO ESTABLISH AND ADMINISTER EDUCATIONAL INSTITUTIONS. IMPORTANCE OF FUNDAMENTAL RIGHTS :||1. FUNDAMENTAL RIGHTS ARE VERY IMPORTANT BECAUSE THEY FORM THE BACKBONE FEATURES OF FUNDAMENTAL RIGHTS : OF THE COUNTRY. THEY ARE ESSENTIAL FOR SAFEGUARDING THE PEOPLE'S INTERESTS. 1. FUNDAMENTAL RIGHTS ARE DIFFERENT FROM ORDINARY LEGAL RIGHTS: IF 2. ACCORDING TO ARTICLE 13, ALL LAWS, ORDINANCES, ORDERS, REGULATIONS, A LEGAL RIGHT IS VIOLATED, THE AGGRIEVED PERSON CANNOT DIRECTLY APPROACH NOTIFICATIONS, ETC; THAT ARE VIOLATIVE OF FUNDAMENTAL RIGHTS SHALL BE VOID. THE SUPREME COURT BYPASSING THE LOWER COURTS. HE OR SHE SHOULD FIRST 3. THE SUPREME COURT AND THE HIGH COURTS CAN DECLARE ANY LAW APPROACH THE LOWER COURTS. UNCONSTITUTIONAL ON THE GROUNDS THAT IT IS VIOLATIVE OF THE FUNDAMENTAL 2. FUNDAMENTAL RIGHTS ARE NOT ABSOLUTE RIGHTS : FUNDAMENTAL RIGHTS RIGHTS. ARE SUBJECT TO THE CONDITIONS OF STATE SECURITY, PUBLIC MORALITY AND DECENCY AND FRIENDLY RELATIONS WITH FOREIGN COUNTRIES.
16|WRITE A SHORT NOTE ON FUNDAMENTAL DUTIES IN INDIA. 3. THEY ARE JUSTICIABLE (ENFORCEABLE BY COURTS) : PEOPLE CAN APPROACH THE SUPREME COURT DIRECTLY IN CASE OF VIOLATION OF FUNDAMENTAL RIGHTS.||4. FUNDAMENTAL RIGHTS CAN BE AMENDED BY THE PARLIAMENT BY A I. THE FUNDAMENTAL DUTIES OF CITIZENS WERE ADDED TO THE CONSTITUTION BY CONSTITUTIONAL AMENDMENT BUT ONLY IF THE AMENDMENT DOES NOT ALTER THE THE 42ND AMENDMENT IN 1976, UPON THE RECOMMENDATIONS OF THE SWARAN BASIC STRUCTURE OF THE CONSTITUTION. SINGH COMMITTEE. 5. FUNDAMENTAL RIGHTS CAN BE SUSPENDED DURING A NATIONAL EMERGENCY. II. THE COMMITTEE SUGGESTED THAT STEPS NEEDED TO BE TAKEN TO ENSURE THAT 6. THE INDIVIDUAL DID NOT OVERLOOK HIS DUTIES WHILE IN EXERCISE OF HIS HAS THE APPLICATION OF FUNDAMENTAL RIGHTS CAN BE RESTRICTED IN AN AREA WHICH FUNDAMENTAL RIGHTS. BEEN PLACED UNDER MARTIAL LAW OR MILITARY RULE. III. THE FUNDAMENTAL DUTIES ARE ESSENTIALLY TAKEN FROM THE INDIAN TRADITION,
17|WHAT ARE THE FUNDAMENTAL RIGHTS THAT ARE AVAILABLE TO MYTHOLOGY, RELIGIONS AND PRACTICES. INDIAN CITIZENS? ALSO GIVE IMPORTANCE OF FUNDAMENTAL RIGHTS. IV. ESSENTIALLY THESE WERE THE DUTIES THAT ARE THE CODIFICATION OF TASKS INTEGRAL TO THE INDIAN WAY OF LIFE. ANSWER V. THE LIST OF 11 FUNDAMENTAL DUTIES TO BE OBEYED BY EVERY INDIAN CITIZEN IS GIVEN BELOW : CITIZENS: FOLLOWING ARE THE FUNDAMENTAL RIGHTS THAT ARE AVAILABLE ONLY TO INDIAN 1. TO ABIDE BY THE CONSTITUTION AND RESPECT ITS IDEALS AND INSTITUTIONS, THE NATIONAL FLAG AND THE NATIONAL ANTHEM; 1. OR PROHIBITION PLACE OF BIRTH. OF DISCRIMINATION ON GROUNDS OF RACE, RELIGION, CASTE, GENDER  1-181 P () BASIC INFORMATION ABOUT INDIAN CONSTITUTION 2. TO CHERISH AND FOLLOW THE NOBLE IDEALS WHICH INSPIRED OUR NATIONAL  1-19P (NCC-SEM-5& 6) STRUGGLE FOR FREEDOM; 3. TO UPHOLD AND PROTECT THE SOVEREIGNTY, UNITY AND INTEGRITY OF INDIA;||4. TO DEFEND THE COUNTRY AND RENDER NATIONAL SERVICE WHEN CALLED 1. IN 1945 THE SAPRU COMMITTEE SUGGESTED TWO CATEGORIES OF INDIVIDUAL UPON TO DO SO; RIGHTS. 5. TO PROMOTE HARMONY AND THE SPIRIT OF COMMON BROTHERHOOD 2. ONE BEING JUSTICIABLE (FUNDAMENTAL RIGHTS) AND THE OTHER BEING NON- AMONGST ALL THE PEOPLE OF INDIA TRANSCENDING RELIGIOUS, LINGUISTIC JUSTICIABLE (DIRECTIVE PRINCIPLES OF STATE POLICY) RIGHTS. AND REGIONAL OR SECTIONAL DIVERSITIES; TO RENOUNCE PRACTICES 3. DIRECTIVE PRINCIPLES OF STATE POLICY ARE IDEALS WHICH ARE MEANT TO BE KEPT DEROGATORY TO THE DIGNITY OF WOMEN; IN MIND BY THE STATE WHEN IT FORMULATES POLICIES AND ENACTS LAWS. 6. TO VALUE AND PRESERVE THE RICH HERITAGE OF OUR COMPOSITE CULTURE; 4. FOLLOWING ARE VARIOUS DEFINITIONS TO DIRECTIVE PRINCIPLES OF STATE : 7. TO PROTECT AND IMPROVE THE NATURAL ENVIRONMENT INCLUDING FORESTS, I. DIRECTIVE PRINCIPLES OF STATE POLICY'S ARE IDEALS WHICH ARE NOT LEGALLY LAKES, RIVERS AND WILD LIFE, AND TO HAVE COMPASSION FOR LIVING ENFORCEABLE BY THE COURTS FOR THEIR VIOLATION. CREATURES; II. THEY SEEK TO ESTABLISH ECONOMIC AND SOCIAL DEMOCRACY IN THE COUNTRY. 8. TO DEVELOP THE SCIENTIFIC TEMPER, HUMANISM AND THE SPIRIT OF INQUIRY III. THEY ARE AN INSTRUMENT OF INSTRUCTIONS' WHICH ARE ENUMERATED IN AND REFORM; THE GOVERNMENT OF INDIA ACT, 1935. 9. TO SAFEGUARD PUBLIC PROPERTY AND TO ABJURE VIOLENCE;
18|EXPLAIN DIRECTIVE PRINCIPLES OF STATE POLICY ON THE BASIS 10. TOSTRIVE TOWARDS EXCELLENCE IN ALL SPHERES OF INDIVIDUAL AND COLLECTIVE ACTIVITY SO THAT THE NATION CONSTANTLY RISES TO HIGHER LEVELS OF OF SOCIALISTIC PRINCIPLES. ENDEAVOUR AND ACHIEVEMENT;||11. PROVIDE OPPORTUNITIES FOR EDUCATION TO HIS CHILD OR WARD BETWEEN THE AGE OF SIX AND FOURTEEN YEARS. 1. THEY ARE THE PRINCIPLES THAT AIM AT PROVIDING SOCIAL AND ECONOMIC JUSTICE AND SET THE PATH TOWARDS THE WELFARE STATE.
19|WHY ARE FUNDAMENTAL DUTIES IMPORTANT ? 2. UNDER FOLLOWING ARTICLES, THEY DIRECT THE STATE TO : 3. ARTICLE 38 PROMOTE THE WELFARE OF THE PEOPLE BY SECURING A SOCIAL ORDER||THROUGH JUSTICE AND TO MINIMISE INEQUALITIES IN INCOME, STATUS, FACILITIES AND OPPORTUNITIES. FUNDAMENTAL DUTIES ARE AN INALIENABLE PART OF FUNDAMENTAL RIGHTS. THE IMPORTANCE OF THESE IS GIVEN BELOW : 4. ARTICLE 39: 1. THEY REMIND INDIAN CITIZENS OF THEIR DUTY TOWARDS THEIR SOCIETY, FELLOW I. SECURE RIGHT TO ADEQUATE MEANS OF LIVELIHOOD FOR ALL CITIZENS. CITIZENS AND THE NATION. II. SECURE EQUITABLE DISTRIBUTION OF MATERIAL RESOURCES OF THE 2. THEY WARN CITIZENS AGAINST ANTI-NATIONAL AND ANTI-SOCIAL ACTIVITIES. COMMUNITY FOR THE COMMON GOOD. 3. THEY INSPIRE CITIZENS & PROMOTE A SENSE OF DISCIPLINE AND COMMITMENT III. PREVENTION OF CONCENTRATION OF WEALTH AND MEANS OF PRODUCTION. AMONG THEM. IV. SECURE EQUAL PAY FOR EQUAL WORK FOR MEN AND WOMEN. 4. THEY HELP THE COURTS IN EXAMINING AND DETERMINING THE CONSTITUTIONAL V. PRESERVATION OF THE HEALTH AND STRENGTH OF WORKERS AND CHILDREN VALIDITY OF A LAW. AGAINST FORCIBLE ABUSE. 5. THEY ARE ENFORCEABLE BY LAW. VI. SECURE OPPORTUNITIES FOR THE HEALTHY DEVELOPMENT OF CHILDREN. 5. ARTICLE 39A PROMOTE EQUAL JUSTICE AND FREE LEGAL AID TO THE POOR.
20|WHAT ARE THE DIRECTIVE PRINCIPLES OF STATE POLICY ? 6. ARTICLE 41 IN CASES OF UNEMPLOYMENT, OLD AGE, SICKNESS AND DISABLEMENT, SECURE CITIZENS:  BASIC INFORMATION ABOUT INDIAN CONSTITUTION 1-20P ()  1-21 P () I. RIGHT TO WORK.||II. RIGHT TO EDUCATION. III. RIGHT TO PUBLIC ASSISTANCE. 1. THESE PRINCIPLES REFLECT THE IDEOLOGY OF LIBERALISM. 7. ARTICLE 42 MAKE PROVISION FOR JUST AND HUMANE CONDITIONS OF WORK AND 2. UNDER FOLLOWING ARTICLES. THEY DIRECT THE STATE TO : MATERNITY RELIEF. 3. ARTICLE 44 SECURE FOR ALL CITIZENS A UNIFORM CIVIL CODE THROUGHOUT THE 8. ARTICLE 43 SECURE A LIVING WAGE, A DECENT STANDARD OF LIVING AND SOCIAL COUNTRY. AND CULTURAL OPPORTUNITIES FOR ALL WORKERS. 4. ARTICLE 45 PROVIDE EARLY CHILDHOOD CARE AND EDUCATION FOR ALL CHILDREN 9. ARTICLE 43A TAKE STEPS TO SECURE THE PARTICIPATION OF WORKERS IN THE UNTIL THEY COMPLETE THE AGE OF SIX YEARS. MANAGEMENT OF INDUSTRIES. 5. ARTICLE 48 ORGANISE AGRICULTURE AND ANIMAL HUSBANDRY ON MODERN AND 10. ARTICLE 47 : RAISE THE LEVEL OF NUTRITION AND THE STANDARD OF LIVING OF SCIENTIFIC LINES. PEOPLE AND TO IMPROVE PUBLIC HEALTH. 6. ARTICLE 49 PROTECT MONUMENTS, PLACES AND OBJECTS OF ARTISTIC OR HISTORIC INTEREST WHICH ARE DECLARED TO BE OF NATIONAL IMPORTANCE.
21|EXPLAIN DIRECTIVE PRINCIPLES OF STATE POLICY ON THE BASIS 7. ARTICLE 50 : SEPARATE THE JUDICIARY FROM THE EXECUTIVE IN THE PUBLIC OF GANDHIAN PRINCIPLES. SERVICES OF THE STATE. 8. ARTICLE 51 :||I. PROMOTE INTERNATIONAL PEACE AND SECURITY AND MAINTAIN JUST AND 1. THESE PRINCIPLES ARE BASED ON GANDHIAN IDEOLOGY. HONOURABLE RELATIONS BETWEEN NATIONS. 2. THEY ARE USED TO REPRESENT THE PROGRAMME OF RECONSTRUCTION ENUNCIATED II. FOSTER RESPECT FOR INTERNATIONAL LAW AND TREATY OBLIGATIONS. BY MAHATMA GANDHIJI DURING THE INDEPENDENCE MOVEMENT. III. ENCOURAGE SETTLEMENT OF INTERNATIONAL DISPUTES BY ARBITRATION. 3. UNDER FOLLOWING ARTICLES, THEY DIRECT THE STATE TO :
22|MENTION THE NEW DIRECTIVE PRINCIPLES OF STATE POLICY'S I. ARTICLE 40 : ORGANISE VILLAGE PANCHAYATS AND ENDOW THEM WITH NECESSARY POWERS AND AUTHORITY TO ENABLE THEM TO FUNCTION AS UNITS ADDED BY THE 42ND AMENDMENT ACT, 1976. OF SELF-GOVERNMENT.||II. ARTICLE 43 : PROMOTE COTTAGE INDUSTRIES ON AN INDIVIDUAL OR CO- OPERATION BASIS IN RURAL AREAS. FOLLOWING 4 NEW DIRECTIVE PRINCIPLES ARE ADDED IN 42ND AMENDMENT III. ARTICLE 43B : PROMOTE VOLUNTARY FORMATION, AUTONOMOUS ACT, 1976 FUNCTIONING, DEMOCRATIC CONTROL AND PROFESSIONAL MANAGEMENT OF 1. ARTICLE 39 : TO SECURE OPPORTUNITIES FOR THE HEALTHY DEVELOPMENT OF CO-OPERATIVE SOCIETIES. CHILDREN. IV. ARTICLE 46 : PROMOTE THE EDUCATIONAL AND ECONOMIC INTERESTS OF 2. ARTICLE 39A TO PROMOTE EQUAL JUSTICE AND TO PROVIDE FREE LEGAL AID TO SCS, STS, AND OTHER WEAKER SECTIONS OF THE SOCIETY AND TO PROTECT THE POOR. THEM FROM SOCIAL INJUSTICE AND EXPLOITATION. 3. ARTICLE 43A TO TAKE STEPS TO SECURE THE PARTICIPATION OF WORKERS IN THE V. ARTICLE 47 : PROHIBIT THE CONSUMPTION OF INTOXICATING DRINKS AND MANAGEMENT OF INDUSTRIES. DRUGS WHICH ARE INJURIOUS TO HEALTH. 4. ARTICLE 48A TO PROTECT AND IMPROVE THE ENVIRONMENT AND TO SAFEGUARD VI. ARTICLE 48 PROHIBIT THE SLAUGHTER OF COWS, CALVES AND OTHER MILCH FORESTS AND WILDLIFE. AND DRAUGHT CATTLE AND TO IMPROVE THEIR BREEDS.
