id|question1|question2|answer
10|OTHER FOUR GAUGES IN THE BASE IN REPORTED RAINFALLE OF 110. 90. 120 AND 115 MM. 1F THE NORMAL ANNUAL RAINFALLA FOR THESE GANGES ARE 115. 35. 125 AND 120 MM RESPECTIVELY AND THE RAINFALL FOR THE BROKEN GATAGE IS 98 MM, ESTIMATE THE MONTHLY RAINFALL AST THE BROLURA GRUGE. 10||GIVEN : RAINFALL AT STATIONS : P. - 110 MM. P2 = 90MM, P. - 120 P, - 115 MM, NORMAL ANNUAL RAINFALL AT STATIONS : N, = 115 = N2 = 95 MM, N2 = 125 ZUMI, NO = 120 MM, AS BROFORM STATION, N. = SE MM TO FIND : MONTHLY RAINFALL AT BROKEN GAUGE. 1. RAINFALL AT BROKEN STATION, P, . = N N N, N. - N. P. P2 P, P, 1 98 110 90 120 115 P, = - 93.54 = 4 115 96 125 120
11|EXPLAIN THE DIFFERENT METHODS OF DETERMINING THE AVERAGE RAINFALL OVER A EATCHMENT DUE TO STORM. ANSWER METHODS OF AVERAGE RAINFALL OVER - CATCHMENT : FOLLOWING ARE THE METHODS OF DETERMINING THE AVERAGE RAINFALL OVER A CATCHMENT :  ENGG HYDROLOGY & GROUND WATER MGMT. 1-15 C (CE-SEM-4) 1. ARITHMETIC AVERAGE METHOD : I. IF THE RAINFALL IS UNIFORMLY DISTRIBUTED ON ITS AREAL PATTERN, THE SIMPLEST METHOD OF ESTIMATING AVERAGE RAINFALL IS TO COMPUTE ARITHMETIC AVERAGE OF THE RECORDED RAINFALL VALUES AT VARIOUS STATIONS. II. THUS, IF P, P2,PS PR ETC., ARE THE PRECIPITATION OR RAINFALL VALUES N MEASURED AT N GAUGE STATIONS, WE HAVE P AV = + N 1 2 THIESSEN POLYGON METHOD : O I. THE ARITHMETIC AVERAGE METHOD IS MOST APPROXIMATE METHOD SINCE RAINFALL VARIES IN INTENSITY AND DURATION FROM PLACE TO PLACE. II. HENCE, RAINFALL RECORDED BY EACH RAIN-GAUGE STATION SHOULD BE WEIGHED ACCORDING TO THE AREA IT IS ASSUMED TO REPRESENT. III. THIS METHOD IS A MORE COMMON METHOD OF WEIGHING THE RAIN-GAUGE OBSERVATIONS ACCORDING TO THE AREA. IV. THIS METHOD IS ALSO CALLED WEIGHTED MEAN METHOD AND IS MORE ACCURATE THAN THE ARITHMETIC AVERAGE METHOD. B D: FIGURE. 1.13.1. THIESSEN POLYGON METHOD. PROCEDURE I. JOIN THE ADJACENT RAIN-GAUGE STATIONS, A, B, C, D, ETC., BY STRAIGHT LINES. II. CONSTRUCT THE PERPENDICULAR BISECTORS OF EACH OF THESE LINES. III. A THIESSEN NETWORK IS THUS CONSTRUCTED. THE POLYGON FORMED BY THE PERPENDICULAR BISECTORS AROUND A STATION ENCLOSES AN AREA WHICH IS EVERYWHERE CLOSER TO THAT STATION THAN TO ANY OTHER STATION. FIND THE AREA OF EACH OF THESE POLYGONS SHOWN HATCHED IN FIGURE. 1.13.1. IV. MULTIPLY THE AREA OF EACH THIESSEN POLYGON BY THE RAIN-GAUGE VALUE OF ENCLOSED STATION. V. FIND THE TOTAL AREA (DA) OF THE BASIN. VI. COMPUTE THE AVERAGE PRECIPITATION OR RAINFALL FROM THE EQUATION : = + A2P2 + + A,P, = (A, DA, X P,) A1+A2....+A,  1-16 C (CE-SEM-8) |PAW: = P1 W1 + P2 W. 2|METHODS OF AVERAGE RAINFALL OVER - CATCHMENT : FOLLOWING ARE THE METHODS OF DETERMINING THE AVERAGE RAINFALL OVER A CATCHMENT :  ENGG HYDROLOGY & GROUND WATER MGMT. 1-15 C (CE-SEM-4) 1. ARITHMETIC AVERAGE METHOD : I. IF THE RAINFALL IS UNIFORMLY DISTRIBUTED ON ITS AREAL PATTERN, THE SIMPLEST METHOD OF ESTIMATING AVERAGE RAINFALL IS TO COMPUTE ARITHMETIC AVERAGE OF THE RECORDED RAINFALL VALUES AT VARIOUS STATIONS. II. THUS, IF P, P2,PS PR ETC., ARE THE PRECIPITATION OR RAINFALL VALUES N MEASURED AT N GAUGE STATIONS, WE HAVE P AV = + N 1 2 THIESSEN POLYGON METHOD : O I. THE ARITHMETIC AVERAGE METHOD IS MOST APPROXIMATE METHOD SINCE RAINFALL VARIES IN INTENSITY AND DURATION FROM PLACE TO PLACE. II. HENCE, RAINFALL RECORDED BY EACH RAIN-GAUGE STATION SHOULD BE WEIGHED ACCORDING TO THE AREA IT IS ASSUMED TO REPRESENT. III. THIS METHOD IS A MORE COMMON METHOD OF WEIGHING THE RAIN-GAUGE OBSERVATIONS ACCORDING TO THE AREA. IV. THIS METHOD IS ALSO CALLED WEIGHTED MEAN METHOD AND IS MORE ACCURATE THAN THE ARITHMETIC AVERAGE METHOD. B D: FIGURE. 1.13.1. THIESSEN POLYGON METHOD. PROCEDURE I. JOIN THE ADJACENT RAIN-GAUGE STATIONS, A, B, C, D, ETC., BY STRAIGHT LINES. II. CONSTRUCT THE PERPENDICULAR BISECTORS OF EACH OF THESE LINES. III. A THIESSEN NETWORK IS THUS CONSTRUCTED. THE POLYGON FORMED BY THE PERPENDICULAR BISECTORS AROUND A STATION ENCLOSES AN AREA WHICH IS EVERYWHERE CLOSER TO THAT STATION THAN TO ANY OTHER STATION. FIND THE AREA OF EACH OF THESE POLYGONS SHOWN HATCHED IN FIGURE. 1.13.1. IV. MULTIPLY THE AREA OF EACH THIESSEN POLYGON BY THE RAIN-GAUGE VALUE OF ENCLOSED STATION. V. FIND THE TOTAL AREA (DA) OF THE BASIN. VI. COMPUTE THE AVERAGE PRECIPITATION OR RAINFALL FROM THE EQUATION : = + A2P2 + + A,P, = (A, DA, X P,) A1+A2....+A,  1-16 C (CE-SEM-8)  OR PAW: = P1 W1 + P2 W. 2 PN N W WHERE, W1, W2 = THIESSEN WEIGHTS COMPUTED AS W1 =A,/EA, W2 A2/DA WN = AN' EA. SUCH THAT W1 + W2 + WN=1.0 = 3. ISOHYETAL METHOD : I. THE BASIC ASSUMPTION IN THE THIESSEN POLYGON METHOD IS THAT A RAIN- GAUGE STATION BEST REPRESENTS THE AREA WHICH IS CLOSE TO IT. II. HOWEVER, THIS MAY NOT ALWAYS BE VALID, ESPECIALLY WHEN THE RAINFALL IS CONTROLLED BY TOPOGRAPHY OR RESULTS FROM INTENSE CONVECTION. III. THE ISOHYETAL METHOD IS THE MOST ELABORATE AND ACCURATE IN SUCH CONDITIONS. IV. AN ISOHYET IS A LINE, ON A RAINFALL MAP OF THE BASIN, JOINING PLACES OF EQUAL RAINFALL READINGS. V, AN ISOHYETAL MAP SHOWING CONTOURS OF EQUAL RAINFALL PRESENTS A MORE ACCURATE PICTURE OF THE RAINFALL DISTRIBUTION OVER THE BASIN. 12 10 11 13 9.5 14 14.5 10 11 14 12 13 FIGURE. 1.13.2. ISOHYETAL METHOD. PROCEDURE : I. FROM THE RAINFALL VALUES RECORDED AT VARIOUS RAIN-GAUGE STATIONS, PREPARE THE ISOHYETAL MAP FOR STORM CAUSING THE RAINFALL OVER THE AREA. II. MEASURE THE AREA ENCLOSED BETWEEN SUCCESSIVE ISOHYETS WITH THE HELP OF PLANIMETER. III. MULTIPLY EACH OF THESE AREAS BY THE AVERAGE RAINFALL BETWEEN THE ISOHYETS. IV. THE AVERAGE RAINFALL IS THEN COMPUTED FROM THE EXPRESSION : DA X 2 = AU DA V. ISOHYETAL METHOD GIVES BETTER RESULTS THAN THE PREVIOUS TWO METHODS. 4. GRID POINT METHOD : I. IN THIS METHOD, ALL THE GRID STATIONS ARE MARKED ON THE MAP OF THE BASIN, ALONG WITH THE DEPTH OF PRECIPITATION.  ENGG HYDROLOGY & GROUND WATER MGMT. 1-17C (CE-SEM-4) II. ON THIS MAP, DRAWN TO A SUITABLE SCALE, A UNIFORM RECTANGULAR GRID AT SOME SUITABLE SPACING IS SUPERIMPOSED. III. AT THE CORNERS OF THE GRID POINTS, PRECIPITATION IS ESTIMATED SUITABLY BY CONSIDERING THE WEATHER AND STORM CHARACTERISTICS OF THE BASIN. IV. THE AVERAGE PRECIPITATION OF THE FOUR GRID CORNERS IS THEN MULTIPLIED BY THE AREA OF THE GRID, TO GIVE THE AVERAGE PRECIPITATION VOLUME OF THE GRID. V. THE SUM OF ALL SUCH PRODUCTS DIVIDED BY THE TOTAL AREA OF THE BASIN WILL GIVE THE AVERAGE PRECIPITATION FOR THE BASIN.
12|THE ISOHYETS FOR ANNUAL RAINFALL OVER N CATCHMENT BASIN WEREDRAWN. THE AREAS OF STRIPS BETWEEN ISOHYETS ARE INDICATED BELOW. FIND THE AVERNGE DEPTH OF ANNUAL PRECIPITATION OVER THE BASIN. ISOHYETS (CM) ARENS (SQ. KM) ISOHYETS (EM) AREAS (SQ.KM) 75-85 580 105-115 1000 85-95 2960 115-135 610 95-105 2850 135-155 160 OS||GIVEN : AREA OF STRIPS BETWEEN ISOHYETS ARE GIVEN IN ABOVE TABLE TO FIND : AVERAGE DEPTH OF ANNUAL PRECIPITATION ISOHYETS AVERAGE PRECIPITATION AREAS A * (P, . P,1/2 (CM) 1/2 (P' + P.) (A) 75 - 85 SO 580 46400 85 - 95 90 2960 266400 95 - 105 100 2850 285000 105 - 115 110 1000 110000 115 - 135 125 610 76250 135 - 155 145 160 23200 = 8160 807250 EAIP, - P,1/2 807250 AVERAGE PRECIPITATION, PE = = = 98.91 CM E4 8160
13|FIND THE MEAN PRECIPITATION FOR THE AREA SKETCHED BELOW BY THIESSEN'S POLYGON METHOD. THE AREA COMPOSED OF A SQUARE AND AN EQUILATERAL TRIANGIE EACH SIDE OF 4 KM. RAINFALL READINGS AT THE VARIOUS STATIONS ARE GIVEN IN FIGURE. 1.15.1.  1-18 C (CE-SEM-8)  4.8 CM 13 EM 1 2 6 5 3.2 EM 9.4 EM 4 3 5.4 EM 8.0 EM FIGURE. 1.15.1.||GIVEN : RAINFALL READINGS NT THE VARIOUS STATIONS ARE GIVEN IN FIGURE. 1.15.1, SIDE OF ENCH SQUARE AND EQUILATERAL TRIANGLE - 4 KM. TO FIND : MEAN PRECIPITATION FOR THE AREA 1. LET THE STATIONS 1. 2. 3. 4. 5. AND 6 BE NAMED AS STATION A. B. C. D. E AND F RESPECTIVELY, FOR CONVENIENCE. 2. LET THE LENGTH OF THE SIDES OF SQUARE ABCD BE A (= 4 KM). A THEN THE LENGTH OF EACH ANDE OF THE EQUILATERAL TRIANGULAR PLOT WILL BE ALSO A. 4. NOW FOR THE TRANGULAR PLOT. DRAW PERPENDICULAR BISECTORS AA, DD AND EE SO THAT THEY MEET AT POINT R. S. SIMILARLY, DRAW THE PERPENDICULAR BISECTORS EB. BC. OF AND FE OF THE LINES FA. FB, FC AND FD RESPECTIVELY, SHOWN IN FIGURE. 1.15.2. A (1) B B (2) D F (5) R 15 A / (3) FIGURE. 1.15.2. 6. EVIDENTLY, STATION F FOR STATION AS WILL BE FED BY THE RECTANGULAR AREA, BEFE. WHERE LENGTH OF ITE MIDE, MAY BE WILL BE EQUAL IN (1/2)AC - (1/2) 52 7. HENCE AREN BOFE - - A - (1.15.1) /2 12 2 2 8. THEN EACH OF THE CORNER STATIONA, MAY STATION.A. WILL BE FED BY TRIANGULAR AREA ABE AND SECTORIAL AREA ADGE 9. TRIANGULAR AREA ABE. - A (520) 4  ENGG HYDROLOGY & GROUND WATER MGMT. 1-19 C (CE-SEM-4) 10. SECTORIAL AREA.ADGE = 1 X AREA OF TRIANGLE ADE = 2 A = 4 A² 11. HENCE STATION A WILL S 2 FED BY AREA = AREA ABE + AREA ADGE = 8 S = 4.3094 KN HENCE, = A4 = 4.3094 KM² (1.15.2) 12. ALSO STATION E WILL BE FED BY SECTORIAL AREA EDGA = AREA ADGE = B HENCE = 3 = 4./3 = 2.3094 (1.15.3) 13. STATION B WILL BE FED BY AREA BCB = AREA ABE = = A2=A,=2KM2 (1.15.4) 14. LASTLY, STATIONFWILL BE FED BY AREAEBEF=(A//2)2 15. = - + A, - - AG 4.8 X 4.3094 + 13.0X2+8.0X2+5.4X4.3094+3.2X2.3094 - + 9.4 X 8 = 4.3094 - 2 + 2 + 4.3094 + 2.3094 + 8 = 7.35 CM
14|FIND THE MEAN PRECIPITATION FOR THE AREA SKETCHED BELOW BY THIESSEN'S POLYGON METHOD. THE AREA COMPOSED OF A SQUARE PLUS AN EQUILATERAL TRIANGLE PLOT OF SIDE 5 KM. RAINFALL READINGS IN CM AT THE VARIOUS STATIONS ARE GIVEN IN FIGURE. 1.16.1. 8.0 CM 5.4 CM 1 2 6 3 2.2 CM 8.3 CM 4 5 13.0 CM 4.8 CM FIGURE. 1.16.1. 10||GIVEN: RAINFALL READINGS OF VARIOUS STATIONS GIVEN IN FIGURE. 1.16.2. SIDE OF SQUARE AND EQUILATERAL TRIANGLE = 5 CM. TO FIND : MEAN PRECIPITATION FOR THE AREA.  1-20 C (CE-SEM-8)  1. LET THE STATIONS 1, 2. 3, 4, 5 AND 6 IN FIGURE. 1.16.2, BE NAMED AS STATION A. B. C. D. E AND F. RESPECTIVELY. 2. LET THE LENGTH OF THE SIDE OF ABCD BE A (= 5 KM). 3. THEN THE LENGTH OF EACH SIDE OF THE EQUILATERAL TRIANGULAR PLOT WILL BE ALSOA. 4. NOW FOR THE TRIANGULAR PLOT, DRAW PERPENDICULAR BISECTORS AA. DD. AND EE, SO THAT THEY MEET IN POINT G. 5. SIMILARLY, DRAW THE PERPENDICULAR BISECTOR EB, BC, OF AND FE OF THE LINE FA, FB, FC AND FD RESPECTIVELY. A (1) B B (2) D E P (5) F C 8 (6) A C D (4) F (3) FIGURE. 1.16.2 6. EVIDENTLY, STATION F(6) WILL BE FED BY THE RECTANGULAR AREA, BEFE. WHERE LENGTH OF ITS SIDE, SAY BC WILL BE EQUAL TO AC = 7. HENCE AREA BCFE = AE = JZ X V2 A ² 5 25 KM² 2 2 2 2 8. THEN EACH OF THE CORNER STATIONS, SAY STATION A WILL BE FED BY TRIANGULAR AREA ABE AND SECTORIAL AREA ADGE. 9. TRIANGULAR AREA ABE 2 1 X A 2 X (13A) 2 4 = = 10. SECTORIAL AREA ADGE = 3/2 X AREA OF TRIANGLE ADE 1 /3 A* = X A X A = 3 2 2 4./3 11. HENCE A WILL BE FED BY AREA = AREA ABE + AREA ADGE A° 5° 5² 8 4 V = 8 + 6.733 = KM² HENCE, A1 - AS = 6.733 KM² A2 12. ALSO STATION E WILL BE FED BY SECTION AREA EDGA = AREA ADGE - AVS  ENGG HYDROLOGY & GROUND WATER MGMT. 1-21 C (CE-SEM-4) HENCE, = 2 = = 3.61 13. STATION B WILL BE FED BY AREA BCB = AREA ABE = 8 2 = 5² 8 = 3.125 KM² A,=A,=3.125KM² = = 14. STATION F WILL BE FED BY AREA EBCF= 2 = 2 = 15. HENCE, A, + + AS 8 X 6.733 - 5.4 X 3.125+4.8X - 13.0 X 6.733 + 2.2 X 3.61 + 8.3 X 12.5 = 6.733 - 3.125+3.125+6.733+3.61+ 12.5 - PAS AU = 7.954 CM  INTRODUCTION TO CHARACTERISTICS OF STORM.  
15|3. DEPTH AREA RELATIONSHIP. 4. DEPTH AREA DURATION CURVES.||1. INTENSITY DURATION ANALYSIS : I. IT HAS GENERALLY BEEN OBSERVED THAT GREATER THE INTENSITY OF RAINFALL, SHORTER IS THE LENGTH OF TIME IT CONTINUES. II. AS THE DURATION OF STORM INCREASES, THE MAXIMUM INTENSITY OF STORM DECREASES. III. SHERMAN GAVE THE FOLLOWING RELATION BETWEEN INTENSITY AND DURATION : I = + A (1.17.1)  1-22 C (CE-SEM-8)  WHERE, I = INTENSITY OF RAINFALL (EM/HR). T = TIME IN MIN. (TIME DURATION). A,B,N = CONSTANTS TO BE DETERMINED FOR THE AREA. 1 TIME FIGURE. 1.17.1. INTENSITY DURATION CURVE. IV. THE CURVE REPRESENTED BY EQUATION (1.17.1) WILL BE HYPERBOLIC. V. PAULHUS SUGGESTS THAT IF RAINFALL IS PLOTTED AGAINST DURATION IN A LOG- LOG SCALE, THE WORLD'S GREATEST RECORDED RAINFALLS LIE ON OR JUST UNDER A STRAIGHT LINE WHOSE EQUATION IS R = 16.6 0.475 WHERE, R = RAINFALL (INCHES), D = DURATION (HOURS). 2.
16|WHAT IS MEANT BY PROBABLE MAXIMUM PRECIPITATION (PMP) OVER A BASIN ? EXPLAIN HOW PMP IS ESTIMATED. 05 10||A. PROBABLE MAXIMUM PRECIPITATION : 1. THE PROBABLE MAXIMUM PRECIPITATION, COMMONLY KNOWN AS PMP, FOR A REGION IS THE PRECIPITATION RESULTING FROM THE MOST CRITICAL METEOROLOGICAL COMBINATIONS THAT ARE CONSIDERED PROBABLE OF OCCURENCE. 2. IT CAN BE DEFINED AS THAT RAINFALL OVER A BASIN WHICH WOULD PRODUCE THE FLOOD FLOW WITH VIRTUALLY NO RISK OF BEING EXCEEDED. 3. FROM THE STATISTICAL STUDIES, PMP CAN ALSO BE ESTIMATED FROM THE FOLLOWING EQUATION : PMP = P + KO WHERE, P = MEAN OF ANNUAL MAXIMUM RAINFALL SERIES. 0 = STANDARD DEVIATION OF THE SERIES.
17|DISCUSS BRIEFLY THE VARIOUS ABSTRACTIONS THAT TAKE PLACE PRECIPITATION. 05||ABSTRACTIONS FROM PRECIPITATION : WHEN PRECIPITATION TAKES PLACE ON LAND SURFACE WHOLE OF IT IS NOT AVAILABLE AS RUNOFF BECAUSE OF LOSSES THAT TAKE PLACE DURING OR AFTER THE PRECIPITATION. IMPORTANT LOSSES CONSIST OF, I. INTERCEPTION. II. EVAPORATION. III. TRANSPIRATION. IV. INFILTRATION. V. DEPRESSION STORAGE. VI. WATERSHED LEAKAGE.  1-26 C (CE-SEM-8)  OUT OF THIS EVAPORATION TRANSPIRATION AND INFILTRATION ARE THE MAJOR LOSSES. 1. INTERCEPTION : I. IT MAY BE DEFINED AS THAT AMOUNT OF PRECIPITATION WATER WHICH IS INTERCEPTED BY VEGETATIVE FOLIAGE, BUILDINGS AND OTHER OBJECTS LYING OVER THE LAND SURFACE. II. INTERCEPTION DOES NOT REACH THE LAND SURFACE BUT IS RETURNED BACK TO THE ATMOSPHERE BY EVAPORATION. III. THE INTERCEPTED PRECIPITATION MAY FOLLOW ONE OF THE THREE POSSIBLE ROUTES : A. IT MAY BE RETAINED BY THE VEGETATION AS SURFACE STORAGE AND RETURNED TO THE ATMOSPHERE BY EVAPORATION; THIS IS KNOWN AS INTERCEPTION LOSS. B. IT CAN DRIP OFF THE PLANT LEAVES TO JOIN THE GROUND SURFACE OR THE SURFACE FLOW; THIS IS KNOWN AS THROUGHFALL. C. THE RAINWATER MAY RUN ALONG THE LEAVES AND BRANCHES AND DOWN THE STEM TO REACH THE GROUND SURFACE. THIS PART IS CALLED STEMFLOW. 2. DEPRESSION STORAGE : I. A CATCHMENT AREA GENERALLY HAS MANY DEPRESSIONS OF SHALLOW DEPTH AND OF VARYING SIZE AND SHAPE. II. WHEN PRECIPITATION TAKE PLACE, WATER RUNS TOWARDS THESE DEPRESSIONS AND FILL THEM BEFORE ACTUAL OVERLAND FLOW OR RUNOFF TOWARDS A STREAM TAKES PLACE. III. DEPRESSION STORAGE DEPENDS ON A VAST NUMBER OF FACTORS. THE MAJOR FACTORS ARE : A. THE TYPE OF SOIL. B. THE CONDITION OF THE SURFACE REFLECTING THE AMOUNT AND NATURE OF DEPRESSION. C. THE SLOPE OF THE CATCHMENT. D. THE ANTECEDENT PRECIPITATION AS A MEASURE OF THE SOIL MOISTURE. IV. THE FOLLOWING RELATIONSHIP MAY BE USED FOR COMPUTING THE DEPRESSION STORAGE, = WHERE, VDA = VOLUME OF WATER STORED IN SURFACE DEPRESSION. P. = RAINFALL EXCESS. K = DEPRESSION STORAGE CAPACITY OF THE BASIN. 3. WATERSHED LEAKAGE : I. ADJACENT BASINS ARE SEPARATED BY RIDGE LINES, SO THAT RAINFALL FALLING OVER A BASIN FLOWS TOWARDS THE DRAINAGE LINES (I.E., STREAMS) OF THE BASIN.  ENGG HYDROLOGY & GROUND WATER MGMT. 1-27 C (CE-SEM-4) BASIN-2 FAULT BASIN-1 LINE FAULT LINE RIDGE RIDGE LINE LINE FIGURE. 1.19.1. WATERSHED LEAKAGE. IL WATERSHED LEAKAGE MAY BE DEFINED AS FLOW OF WATER FROM ONE BASIN TO ANOTHER BASIN, OR FROM ONE BASIN TO THE SEA THROUGH MAJOR FAULTS, FISSURES OR OTHER GEOGRAPHICAL FEATURES. III. DUE TO THESE FAULTS, FISSURES, UNDERGROUND HYDRAULIC CONDUITS SO FORMED CONVEY THE DISCHARGE FALLING OVER A PART OF THE CATCHMENT.
18|DEFINE EVAPORATION. DISCUSS THE FACTORS THAT AFFECT THE EVAPORATION FROM A WATER BODY. 10||A EVAPORATION : IT IS THE PROCESS IN WHICH A LIQUID CHANGES TO THE GASEOUS STATE AT THE FREE SURFACE, BELOW THE BOILING POINT THROUGH THE TRANSFER OF HEAT ENERGY. B. FACTORS : FOLLOWING ARE THE FACTORS THAT AFFECT THE EVAPORATION FROM THE WATER BODY : 1. VAPOUR PRESSURE : THE RATE OF EVAPORATION IS PROPORTIONAL TO THE DIFFERENCE BETWEEN THE SATURATION VAPOUR PRESSURE AT THE WATER TEMPERATURE, EW AND THE ACTUAL PRESSURE IN THE AIR, EA. THUS, EL =CLEW-E = (1.20.1) WHERE, EL = RATE OF EVAPORATION (MM/DAY). C = CONSTANT. EW AND E ARE IN MM OF MERCURY. 2 TEMPERATURE : OTHER FACTORS REMAINING THE SAME, THE RATE OF EVAPORATION INCREASES WITH AN INCREASE IN THE WATER TEMPERATURE. 3. WIND : WIND AIDS IN REMOVING THE EVAPORATED WATER VAPOUR FROM THE
19|WHAT ARE EVAPORIMETERS AND DISCUSS IMPORTANT DIFFERENT TYPES OF EVAPORIMETERS ?|WRITE ABOUT THE ISI EVAPORATED PAN WITH THE HELP OF ITS NEAT SKETCH.|A. EVAPORIMETERS : EVAPORIMETERS ARE WATER-CONTAINING PANS WHICH ARE EXPOSED TO THE ATMOSPHERE AND THE LOSS OF WATER BY EVAPORATION IS MEASURED IN THEM AT REGULAR INTERVALS. B. TYPES : FOLLOWING ARE THE TYPE OF EVAPORIMETER : 1. CLASS-A EVAPORATION PAN : I. IT IS A STANDARD PAN OF 1210 MM DIAMETER AND 255 MM DEPTH USED BY THE US WEATHER BUREAU AND IS KNOWN AS CLASS-A LAND PAN. II. THE DEPTH OF WATER IS MAINTAINED BETWEEN 18 CM AND 20 CM AS SHOWN IN FIGURE. 1.21.1. WATER LEVEL IN PAN 50 255 GL FR EX RX EX RR 150 777 TII 1210 MM DIAMETER WOODEN SUPPORT FIGURE. 1.21.1. US CLASS-A EVAPORATION PLAN. III. THE PAN IS NORMALLY MADE OF UNPAINTED GALVANIZED IRON SHEET. MONEL METAL IS USED WHERE CORROSION IS A PROBLEM.  ENGG HYDROLOGY & GROUND WATER MGMT. 1-29 C (CE-SEM-4) IV. THE PAN IS PLACED ON A WOODEN PLATFORM OF 15 CM HEIGHT ABOVE THE GROUND TO ALLOW FREE CIRCULATION OF AIR BELOW THE PAN. V. EVAPORATION MEASUREMENTS ARE MADE BY MEASURING THE DEPTH OF WATER WITH A HOOK GAUGE IN A STILLING WELL. 2 ISI STANDARD PAN : I. THIS PAN EVAPORIMETER SPECIFIED BY IS: 5973-1970, ALSO KNOWN AS MODIFIED CLASS A PAN, CONSISTS OF A PAN 1220 MM IN DIAMETER WITH 255 MM OF DEPTH. II THE PAN IS MADE OF COPPER SHEET OF 0.9 MM THICKNESS, TINNED INSIDE AND PAINTED WHITE OUTSIDE AS SHOWN IN FIGURE. 2.21.2. III. A FIXED POINT GAUGE INDICATES THE LEVEL OF WATER. A CALIBRATED CYLINDRICAL MEASURE IS USED TO ADD OR REMOVE WATER MAINTAINING THE WATER LEVEL IN THE PAN TO A FIXED MARK. IV. THE TOP OF THE PAN IS COVERED FULLY WITH A HEXAGONAL WIRE NETTING OF GALVANIZED IRON TO PROTECT THE WATER IN THE PAN FROM BIRDS. V. FURTHER, THE PRESENCE OF A WIRE MESH MAKES THE WATER TEMPERATURE MORE UNIFORM DURING DAY AND NIGHT. VI. THE EVAPORATION FROM THIS PAN IS FOUND TO BE LESS BY ABOUT 14 % COMPARED TO THAT FROM UNSCREENED PAN. VII. THE PAN IS PLACED OVER A SQUARE WOODEN PLATFORM OF 1225 MM WIDTH AND 100 MM HEIGHT TO ENABLE CIRCULATION OF AIR UNDERNEATH THE PAN. 1220 6 THERMOMETER CLAMP WIRE-MESH THERMOMETER STILLING WELL COVER 102 Ó FIXED POINT GAUGE TO COPPER SHEET 10 * 235 255 PAN 25 THICKNESS 0.9 190 15 : 4 WOODEN 200 0 75 PLATFORM 1225 FIGURE. 1.21.2. ISI EVAPORATION PAN.
20|DISCUSS SOME IMPORTANT EMPIRICAL EVAPORATION EQUATIONS IN DETAIL.  1-30 C (CE-SEM-8) ||EMPIRICAL EVAPORATION EQUATIONS : FOLLOWING ARE THE EMPIRICAL EVAPORATION EQUATIONS : 1. DALTON EQUATION : IT CAN BE EXPRESSED AS EL = KF(U)(E W EA) (1.22.1) WHERE, EL = LAKE EVAPORATION IN MM/DAY. EW = SATURATED VAPOUR PRESSURE AT THE WATER SURFACE TEMPERATURE IN MM OF MERCURY. E = ACTUAL VAPOUR PRESSURE OF OVERLYING AIR AT A SPECIFIED HEIGHT IN MM OF MERCURY. F(U) = WIND SPEED CORRECTION FUNCTION. K = A CO-EFFICIENT. 2. MEYER'S FORMULA : IT CAN BE GIVEN BY, = E E A 1 US 16 (1.22.2) WHERE, US = MONTHLY MEAN WIND VELOCITY IN KM/H AT ABOUT 9 M ABOVE GROUND. KM = CO-EFFICIENT ACCOUNTING FOR VARIOUS OTHER FACTORS WITH A VALUE OF 0.36 FOR LARGE DEEP WATERS AND 0.50 FOR SMALL, SHALLOW WATERS. 3. ROHWER'S FORMULA : ROHWER'S FORMULA CONSIDERS A CORRECTION FOR THE EFFECT OF PRESSURE IN ADDITION TO THE WIND SPEED EFFECT AND IS GIVEN BY, EL = 0.771(1.465 - 0.000732 )(0.44 0.0733 A (1.22.3) WHERE, PA = MEAN BAROMETRIC READING IN MM OF MERCURY. = MEAN WIND VELOCITY IN KM/H AT GROUND LEVEL, WHICH CAN BE TAKEN TO BE THE VELOCITY AT 0.6 M HEIGHT ABOVE GROUND.
